VEHTYPE,ROAD_CLASS,LOCCOORD,DISTRICT,TRAFFCTL,LIGHT,RDSFCOND,INVTYPE,IMPACTYPE,INVAGE,YEAR,TIME,LATITUDE,LONGITUDE,MONTH,DAY,PEDESTRIAN,CYCLIST,AUTOMOBILE,TRUCK,TRSN_CITY_VEH,PASSENGER,SPEEDING,AG_DRIV,ACCLASS
Other,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,40 to 44,2008,10,43.793545,-79.33699,1,4,1,0,1,0,0,0,0,0,0
Other,Collector,Intersection,Scarborough,Stop Sign,Dark,Dry,Vehicle Owner,Pedestrian Collisions,unknown,2008,19,43.796745,-79.23579,1,4,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Collector,Intersection,Scarborough,Stop Sign,Dark,Dry,Driver,Pedestrian Collisions,35 to 39,2008,19,43.796745,-79.23579,1,4,1,0,1,0,0,0,0,1,0
Other,Collector,Intersection,Scarborough,Stop Sign,Dark,Dry,Pedestrian,Pedestrian Collisions,60 to 64,2008,19,43.796745,-79.23579,1,4,1,0,1,0,0,0,0,1,0
Other,Local,Mid-Block,Scarborough,No Control,Dark,Wet,Passenger,SMV Other,20 to 24,2008,23,43.749845,-79.23979,1,0,0,0,1,0,0,1,0,0,0
Other,Local,Mid-Block,Scarborough,No Control,Dark,Wet,Passenger,SMV Other,20 to 24,2008,23,43.749845,-79.23979,1,0,0,0,1,0,0,1,0,0,0
Other,Local,Mid-Block,Scarborough,No Control,Dark,Wet,Vehicle Owner,SMV Other,unknown,2008,23,43.749845,-79.23979,1,0,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Local,Mid-Block,Scarborough,No Control,Dark,Wet,Driver,SMV Other,20 to 24,2008,23,43.749845,-79.23979,1,0,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Etobicoke York,No Control,"Dusk, artificial",Slush,Driver,Pedestrian Collisions,40 to 44,2008,7,43.682045,-79.47199,1,1,1,0,1,0,0,0,0,0,0
Other,Minor Arterial,Mid-Block,Etobicoke York,No Control,"Dusk, artificial",Slush,Pedestrian,Pedestrian Collisions,85 to 89,2008,7,43.682045,-79.47199,1,1,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Loose Snow,Driver,Pedestrian Collisions,unknown,2008,7,43.750545,-79.54969,1,1,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Loose Snow,Pedestrian,Pedestrian Collisions,40 to 44,2008,7,43.750545,-79.54969,1,1,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Approaching,75 to 79,2008,10,43.714745,-79.53669,1,2,0,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Approaching,65 to 69,2008,10,43.714745,-79.53669,1,2,0,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Driver,Turning Movement,45 to 49,2008,16,43.791045,-79.29169,1,2,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Driver,Turning Movement,90 to 94,2008,16,43.791045,-79.29169,1,2,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Dark,Wet,Driver,Pedestrian Collisions,30 to 34,2008,18,43.782845,-79.40149,1,3,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Driver,Rear End,40 to 44,2007,12,43.675345,-79.45479,8,2,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Approaching,45 to 49,2007,14,43.753245,-79.53629,10,0,0,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Dark,Wet,Driver,Pedestrian Collisions,25 to 29,2007,20,43.674745,-79.39289,11,0,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Vehicle Owner,Sideswipe,unknown,2007,16,43.668745,-79.48349,5,3,0,0,1,0,1,1,0,1,0
Other,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Vehicle Owner,Angle,unknown,2007,9,43.681345,-79.55279,7,4,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,55 to 59,2007,15,43.714545,-79.39999,9,3,1,0,1,0,0,0,0,0,0
Other,Local,Mid-Block,Scarborough,No Control,Daylight,Dry,Vehicle Owner,SMV Other,unknown,2007,20,43.700345,-79.25329,8,3,0,0,0,0,0,0,0,0,0
Other,Minor Arterial,Intersection,Scarborough,Stop Sign,Daylight,Dry,Vehicle Owner,SMV Other,unknown,2007,12,43.783245,-79.17069,6,4,0,0,0,0,0,0,0,1,0
Other,Major Arterial,Intersection,North York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,80 to 84,2007,15,43.714545,-79.39999,9,3,1,0,1,0,0,0,0,0,0
Municipal Transit Bus (TTC),Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Sideswipe,50 to 54,2007,16,43.668745,-79.48349,5,3,0,0,1,0,1,1,0,1,0
Other,Major Arterial,Intersection,North York,Traffic Signal,Dark,Wet,Vehicle Owner,Pedestrian Collisions,unknown,2007,7,43.758245,-79.41009,10,1,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Angle,25 to 29,2007,9,43.681345,-79.55279,7,4,0,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,Toronto and East York,Traffic Signal,Dark,Wet,Pedestrian,Pedestrian Collisions,unknown,2007,20,43.674745,-79.39289,11,0,1,0,1,0,0,0,0,1,0
Other,Minor Arterial,Intersection,Scarborough,Stop Sign,Daylight,Dry,Driver,SMV Other,40 to 44,2007,12,43.783245,-79.17069,6,4,0,0,0,0,0,0,0,1,0
Other,Major Arterial,Mid-Block,North York,No Control,Dark,Dry,Passenger,SMV Other,20 to 24,2007,5,43.782545,-79.40279,9,4,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Vehicle Owner,Angle,unknown,2007,22,43.741945,-79.59419,7,1,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Dark,Wet,Driver,Pedestrian Collisions,20 to 24,2007,7,43.758245,-79.41009,10,1,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Driver,Turning Movement,60 to 64,2007,16,43.667745,-79.43879,5,6,0,0,1,0,0,0,0,0,0
Other,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,70 to 74,2007,20,43.778745,-79.30789,6,4,1,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Vehicle Owner,Angle,unknown,2007,9,43.681345,-79.55279,7,4,0,0,1,0,0,0,0,1,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Wet,Vehicle Owner,Cyclist Collisions,unknown,2007,11,43.643845,-79.40329,11,2,0,1,1,0,0,0,0,0,0
Other,Major Arterial,Intersection,North York,Traffic Signal,Dark,Wet,Pedestrian,Pedestrian Collisions,25 to 29,2007,7,43.758245,-79.41009,10,1,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Passenger,Angle,25 to 29,2007,22,43.741945,-79.59419,7,1,0,0,1,0,0,1,1,1,0
Other,Local,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,SMV Other,55 to 59,2007,20,43.700345,-79.25329,8,3,0,0,0,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Wet,Driver,Cyclist Collisions,45 to 49,2007,11,43.643845,-79.40329,11,2,0,1,1,0,0,0,0,0,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Vehicle Owner,Pedestrian Collisions,unknown,2007,9,43.658445,-79.37029,10,2,1,0,0,1,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Dark,Dry,Driver,SMV Other,15 to 19,2007,5,43.782545,-79.40279,9,4,0,0,1,0,0,1,0,1,0
Bicycle,Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Wet,Cyclist,Cyclist Collisions,30 to 34,2007,11,43.643845,-79.40329,11,2,0,1,1,0,0,0,0,0,0
Truck - Open,Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Truck Driver,Pedestrian Collisions,60 to 64,2007,9,43.658445,-79.37029,10,2,1,0,0,1,0,0,0,0,0
Other,Local,Intersection,North York,Stop Sign,Daylight,Dry,Vehicle Owner,Cyclist Collisions,unknown,2007,18,43.759545,-79.31809,8,4,0,1,1,0,0,0,0,0,0
Other,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Passenger,Pedestrian Collisions,0 to 4,2007,20,43.778745,-79.30789,6,4,1,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Passenger,Angle,20 to 24,2007,22,43.741945,-79.59419,7,1,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Angle,45 to 49,2007,9,43.681345,-79.55279,7,4,0,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Passenger,Pedestrian Collisions,5 to 9,2007,20,43.778745,-79.30789,6,4,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Local,Intersection,North York,Stop Sign,Daylight,Dry,Driver,Cyclist Collisions,20 to 24,2007,18,43.759545,-79.31809,8,4,0,1,1,0,0,0,0,0,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Toronto and East York,No Control,Dark,Wet,Driver,Pedestrian Collisions,50 to 54,2007,19,43.673745,-79.31969,11,2,1,0,1,0,0,0,0,0,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Vehicle Owner,Turning Movement,unknown,2007,16,43.667745,-79.43879,5,6,0,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Driver,Turning Movement,20 to 24,2007,16,43.667745,-79.43879,5,6,0,0,1,0,0,0,0,0,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,30 to 34,2007,9,43.658445,-79.37029,10,2,1,0,0,1,0,0,0,0,0
Other,Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Vehicle Owner,Pedestrian Collisions,unknown,2007,13,43.807745,-79.26789,9,4,1,0,1,0,0,0,0,0,0
Other,Minor Arterial,Mid-Block,Toronto and East York,No Control,Dark,Wet,Pedestrian,Pedestrian Collisions,45 to 49,2007,19,43.673745,-79.31969,11,2,1,0,1,0,0,0,0,0,0
Other,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Vehicle Owner,Cyclist Collisions,unknown,2007,17,43.709745,-79.47459,7,4,0,1,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Driver,Angle,20 to 24,2007,22,43.741945,-79.59419,7,1,0,0,1,0,0,1,1,1,0
Other,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Passenger,Pedestrian Collisions,0 to 4,2007,20,43.778745,-79.30789,6,4,1,0,1,0,0,1,0,0,0
Bicycle,Local,Intersection,North York,Stop Sign,Daylight,Dry,Cyclist,Cyclist Collisions,5 to 9,2007,18,43.759545,-79.31809,8,4,0,1,1,0,0,0,0,0,0
Other,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Vehicle Owner,Turning Movement,unknown,2007,22,43.758045,-79.51339,10,3,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Driver,Pedestrian Collisions,50 to 54,2007,5,43.790145,-79.17339,5,0,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Cyclist Collisions,35 to 39,2007,17,43.709745,-79.47459,7,4,0,1,1,0,0,0,0,1,0
Truck - Open,Major Arterial,Intersection,Etobicoke York,Traffic Controller,Dark,Other,Truck Driver,Turning Movement,20 to 24,2007,22,43.746845,-79.58379,11,3,0,0,1,1,0,0,0,1,0
Other,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Passenger,Pedestrian Collisions,30 to 34,2007,20,43.778745,-79.30789,6,4,1,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Passenger,Cyclist Collisions,20 to 24,2007,15,43.790045,-79.36809,8,0,0,1,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Driver,Turning Movement,35 to 39,2007,22,43.758045,-79.51339,10,3,0,0,1,0,0,0,0,1,0
Other,Minor Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Other Property Owner,Pedestrian Collisions,unknown,2007,5,43.790145,-79.17339,5,0,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Vehicle Owner,Angle,unknown,2007,22,43.741945,-79.59419,7,1,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Pedestrian Collisions,60 to 64,2007,13,43.807745,-79.26789,9,4,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,35 to 39,2007,20,43.778745,-79.30789,6,4,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Cyclist Collisions,30 to 34,2007,15,43.790045,-79.36809,8,0,0,1,1,0,0,1,0,0,0
Bicycle,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Cyclist,Cyclist Collisions,20 to 24,2007,17,43.709745,-79.47459,7,4,0,1,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Driver,Angle,25 to 29,2007,22,43.741945,-79.59419,7,1,0,0,1,0,0,1,1,1,0
Bicycle,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Cyclist,Cyclist Collisions,70 to 74,2007,15,43.790045,-79.36809,8,0,0,1,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Driver,Rear End,70 to 74,2007,23,43.678945,-79.55169,6,4,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,45 to 49,2007,13,43.807745,-79.26789,9,4,1,0,1,0,0,0,0,0,0
Other,Minor Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Pedestrian,Pedestrian Collisions,55 to 59,2007,5,43.790145,-79.17339,5,0,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Driver,Turning Movement,20 to 24,2007,22,43.758045,-79.51339,10,3,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Controller,Dark,Other,Driver,Turning Movement,25 to 29,2007,22,43.746845,-79.58379,11,3,0,0,1,1,0,0,0,1,0
Other,Local,Intersection,Etobicoke York,No Control,Daylight,Dry,Passenger,Rear End,20 to 24,2007,18,43.725745,-79.55579,7,2,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Passenger,Rear End,60 to 64,2007,23,43.678945,-79.55169,6,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Scarborough,Pedestrian Crossover,Dark,Wet,Driver,Pedestrian Collisions,50 to 54,2007,22,43.706545,-79.28949,10,4,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Local,Intersection,Etobicoke York,No Control,Daylight,Dry,Driver,Rear End,25 to 29,2007,18,43.725745,-79.55579,7,2,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,60 to 64,2007,13,43.785345,-79.25649,7,5,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Local,Intersection,Etobicoke York,No Control,Daylight,Dry,Driver,Rear End,25 to 29,2007,18,43.725745,-79.55579,7,2,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Driver,Rear End,65 to 69,2007,23,43.678945,-79.55169,6,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,60 to 64,2007,13,43.732945,-79.40419,5,0,1,0,1,0,0,0,0,1,0
Other,Minor Arterial,Mid-Block,Scarborough,Pedestrian Crossover,Dark,Wet,Pedestrian,Pedestrian Collisions,45 to 49,2007,22,43.706545,-79.28949,10,4,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Local,Intersection,Etobicoke York,Stop Sign,Daylight,Ice,Driver,Angle,55 to 59,2007,8,43.610545,-79.53779,11,4,0,0,1,0,1,1,0,1,0
Other,Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Vehicle Owner,Pedestrian Collisions,unknown,2007,13,43.807745,-79.26789,9,4,1,0,1,0,0,0,0,0,0
Other,Local,Intersection,Etobicoke York,Stop Sign,Daylight,Ice,Passenger,Angle,55 to 59,2007,8,43.610545,-79.53779,11,4,0,0,1,0,1,1,0,1,0
Other,Minor Arterial,Intersection,Scarborough,Stop Sign,Daylight,Dry,Driver,Angle,45 to 49,2007,10,43.853145,-79.17999,6,5,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Pedestrian Collisions,45 to 49,2007,13,43.807745,-79.26789,9,4,1,0,1,0,0,0,0,0,0
Other,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,40 to 44,2007,13,43.785345,-79.25649,7,5,1,0,1,0,0,0,0,0,0
Other,Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Vehicle Owner,Cyclist Collisions,unknown,2007,11,43.805445,-79.15969,9,5,0,1,1,0,0,0,0,1,0
Other,Local,Intersection,Etobicoke York,Stop Sign,Daylight,Ice,Vehicle Owner,Angle,unknown,2007,8,43.610545,-79.53779,11,4,0,0,1,0,1,1,0,1,0
Other,Minor Arterial,Intersection,Scarborough,Stop Sign,Daylight,Dry,Passenger,Angle,45 to 49,2007,10,43.853145,-79.17999,6,5,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Pedestrian Collisions,55 to 59,2007,20,43.735245,-79.23669,7,2,1,0,1,0,0,0,0,0,1
Other,Minor Arterial,Intersection,Scarborough,Stop Sign,Daylight,Dry,Vehicle Owner,Angle,unknown,2007,10,43.853145,-79.17999,6,5,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Mid-Block,Scarborough,No Control,Dark,Dry,Vehicle Owner,Pedestrian Collisions,unknown,2007,18,43.795645,-79.22979,10,2,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,Scarborough,Stop Sign,Dark,Dry,Passenger,SMV Other,25 to 29,2007,1,43.779545,-79.25419,7,6,0,0,0,0,0,1,1,1,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Cyclist Collisions,40 to 44,2007,11,43.805445,-79.15969,9,5,0,1,1,0,0,0,0,1,0
Municipal Transit Bus (TTC),Local,Intersection,Etobicoke York,Stop Sign,Daylight,Ice,Driver,Angle,55 to 59,2007,8,43.610545,-79.53779,11,4,0,0,1,0,1,1,0,1,0
Other,Major Arterial,Intersection,North York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,85 to 89,2007,13,43.732945,-79.40419,5,0,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,30 to 34,2007,18,43.759545,-79.59569,5,0,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Stop Sign,Daylight,Dry,Driver,Angle,40 to 44,2007,10,43.853145,-79.17999,6,5,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Mid-Block,North York,No Control,Daylight,Wet,Vehicle Owner,Pedestrian Collisions,unknown,2007,10,43.710945,-79.33479,11,4,1,0,0,0,1,0,0,0,1
Bicycle,Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Cyclist,Cyclist Collisions,60 to 64,2007,11,43.805445,-79.15969,9,5,0,1,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Dark,Dry,Driver,Pedestrian Collisions,45 to 49,2007,18,43.795645,-79.22979,10,2,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,Scarborough,Stop Sign,Dark,Dry,Driver,SMV Other,15 to 19,2007,1,43.779545,-79.25419,7,6,0,0,0,0,0,1,1,1,0
Other,Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,85 to 89,2007,18,43.759545,-79.59569,5,0,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Dark,Dry,Driver,Pedestrian Collisions,20 to 24,2007,21,43.645845,-79.52389,6,6,1,0,1,0,0,0,0,0,0
Municipal Transit Bus (TTC),Major Arterial,Mid-Block,North York,No Control,Daylight,Wet,Driver,Pedestrian Collisions,50 to 54,2007,10,43.710945,-79.33479,11,4,1,0,0,0,1,0,0,0,1
Other,Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,0 to 4,2007,20,43.735245,-79.23669,7,2,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,30 to 34,2007,18,43.650845,-79.34699,7,6,0,0,1,0,0,1,0,0,0
Other,Major Arterial,Mid-Block,Etobicoke York,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,60 to 64,2007,21,43.645845,-79.52389,6,6,1,0,1,0,0,0,0,0,0
Motorcycle,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Motorcycle Driver,Turning Movement,35 to 39,2007,19,43.770045,-79.26129,6,4,0,0,1,0,0,1,1,1,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Dark,Dry,Other,Pedestrian Collisions,60 to 64,2007,18,43.795645,-79.22979,10,2,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,Toronto and East York,Traffic Signal,Dark,Dry,Vehicle Owner,Pedestrian Collisions,unknown,2007,3,43.647345,-79.39289,9,6,1,0,1,0,0,0,0,0,0
Other,Major Arterial,Mid-Block,North York,No Control,Daylight,Wet,Pedestrian,Pedestrian Collisions,85 to 89,2007,10,43.710945,-79.33479,11,4,1,0,0,0,1,0,0,0,1
Other,Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Passenger,Turning Movement,20 to 24,2007,18,43.650845,-79.34699,7,6,0,0,1,0,0,1,0,0,0
Other,Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,35 to 39,2007,20,43.735245,-79.23669,7,2,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Dark,Dry,Driver,Pedestrian Collisions,15 to 19,2007,18,43.795645,-79.22979,10,2,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,20 to 24,2007,7,43.684445,-79.50809,6,0,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Dark,Dry,Driver,Pedestrian Collisions,45 to 49,2007,3,43.647345,-79.39289,9,6,1,0,1,0,0,0,0,0,0
Other,Major Arterial,Mid-Block,North York,No Control,Daylight,Wet,Pedestrian,Pedestrian Collisions,75 to 79,2007,10,43.710945,-79.33479,11,4,1,0,0,0,1,0,0,0,1
Other,Major Arterial,Intersection,Etobicoke York,Traffic Controller,Dark,Dry,Vehicle Owner,Turning Movement,unknown,2007,22,43.675645,-79.55769,7,2,0,0,1,0,0,0,0,0,0
Other,Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Passenger,Turning Movement,15 to 19,2007,18,43.650845,-79.34699,7,6,0,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Passenger,Turning Movement,25 to 29,2007,19,43.770045,-79.26129,6,4,0,0,1,0,0,1,1,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Controller,Dark,Dry,Driver,Turning Movement,25 to 29,2007,22,43.675645,-79.55769,7,2,0,0,1,0,0,0,0,0,0
Other,Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Passenger,Turning Movement,5 to 9,2007,18,43.650845,-79.34699,7,6,0,0,1,0,0,1,0,0,0
Other,Collector,Intersection,Scarborough,Pedestrian Crossover,Daylight,Dry,Vehicle Owner,Cyclist Collisions,unknown,2007,13,43.782145,-79.30349,8,1,0,1,0,0,0,0,0,0,1
Other,Collector,Intersection,Scarborough,Pedestrian Crossover,Daylight,Dry,Driver,Cyclist Collisions,40 to 44,2007,13,43.782145,-79.30349,8,1,0,1,0,0,0,0,0,0,1
