ROAD_CLASS,ACCNUM,new
Major Arterial,1286810,Major Arterial
Major Arterial,1286418,Major Arterial
Major Arterial,1286418,Major Arterial
Major Arterial,1286418,Major Arterial
Major Arterial,1285480,Major Arterial
Major Arterial,1285480,Major Arterial
Major Arterial,1285480,Major Arterial
Major Arterial,1285480,Major Arterial
Major Arterial,1285480,Major Arterial
Major Arterial,1285462,Major Arterial
Major Arterial,1285462,Major Arterial
Major Arterial,1285462,Major Arterial
Major Arterial,1285342,Major Arterial
Major Arterial,1285342,Major Arterial
Minor Arterial,1285331,Minor Arterial
Minor Arterial,1285331,Minor Arterial
Major Arterial,1285114,Major Arterial
Major Arterial,1285114,Major Arterial
Major Arterial,1285114,Major Arterial
Collector,1285099,Collector
Collector,1285099,Collector
Major Arterial,1284915,Major Arterial
Major Arterial,1284915,Major Arterial
Major Arterial,1284915,Major Arterial
Major Arterial,1284915,Major Arterial
Major Arterial,1284915,Major Arterial
Minor Arterial,1284881,Minor Arterial
Minor Arterial,1284881,Minor Arterial
Local,1284316,Local
Local,1284316,Local
Collector,1284315,Collector
Collector,1284315,Collector
Collector,1284315,Collector
Collector,1283549,Collector
Collector,1283549,Collector
Collector,1283549,Collector
Collector,1283549,Collector
Major Arterial,1283522,Major Arterial
Major Arterial,1283522,Major Arterial
Minor Arterial,1283446,Minor Arterial
Minor Arterial,1283446,Minor Arterial
Minor Arterial,1283446,Minor Arterial
Major Arterial,1283294,Major Arterial
Major Arterial,1283294,Major Arterial
Major Arterial,1282854,Major Arterial
Major Arterial,1282854,Major Arterial
Major Arterial,1282698,Major Arterial
Major Arterial,1282698,Major Arterial
Major Arterial,1282698,Major Arterial
Major Arterial,1282698,Major Arterial
Major Arterial,1282583,Major Arterial
Major Arterial,1282583,Major Arterial
Minor Arterial,1282447,Minor Arterial
Minor Arterial,1282447,Minor Arterial
Major Arterial,1282294,Major Arterial
Major Arterial,1282294,Major Arterial
Major Arterial,1282294,Major Arterial
Major Arterial,1282294,Major Arterial
Minor Arterial,1282222,Minor Arterial
Minor Arterial,1282222,Minor Arterial
Minor Arterial,1282222,Minor Arterial
Minor Arterial,1282206,Minor Arterial
Minor Arterial,1282206,Minor Arterial
Other,1282189,Other
Other,1282189,Other
Major Arterial,1282186,Major Arterial
Major Arterial,1282186,Major Arterial
Major Arterial,1282108,Major Arterial
Major Arterial,1282108,Major Arterial
Major Arterial,1281688,Major Arterial
Major Arterial,1281688,Major Arterial
Major Arterial,1281688,Major Arterial
Major Arterial,1281493,Major Arterial
Major Arterial,1281493,Major Arterial
Major Arterial,1281411,Major Arterial
Major Arterial,1281411,Major Arterial
Major Arterial,1281373,Major Arterial
Major Arterial,1281373,Major Arterial
Major Arterial,1281373,Major Arterial
Local,1281322,Local
Major Arterial,1281294,Major Arterial
Major Arterial,1281294,Major Arterial
Major Arterial,1280694,Major Arterial
Major Arterial,1280694,Major Arterial
Major Arterial,1280694,Major Arterial
Major Arterial,1280694,Major Arterial
Major Arterial,1280694,Major Arterial
Major Arterial,1280694,Major Arterial
Major Arterial,1280694,Major Arterial
Major Arterial,1280694,Major Arterial
Major Arterial,1280694,Major Arterial
Major Arterial,1280694,Major Arterial
Major Arterial,1280536,Major Arterial
Major Arterial,1280536,Major Arterial
Major Arterial,1280536,Major Arterial
Major Arterial,1280536,Major Arterial
Major Arterial,1280536,Major Arterial
Minor Arterial,1280520,Minor Arterial
Minor Arterial,1280520,Minor Arterial
Minor Arterial,1280520,Minor Arterial
Major Arterial,1280448,Major Arterial
Major Arterial,1280448,Major Arterial
Major Arterial,1280050,Major Arterial
Major Arterial,1280050,Major Arterial
Major Arterial,1280050,Major Arterial
Major Arterial,1280050,Major Arterial
Major Arterial,1279961,Major Arterial
Major Arterial,1279961,Major Arterial
Major Arterial,1279961,Major Arterial
Major Arterial,1279961,Major Arterial
Major Arterial,1279961,Major Arterial
Major Arterial,1279961,Major Arterial
Major Arterial,1279961,Major Arterial
Major Arterial,1279961,Major Arterial
Major Arterial,1279961,Major Arterial
Major Arterial,1279961,Major Arterial
Major Arterial,1279961,Major Arterial
Major Arterial,1279961,Major Arterial
Major Arterial,1279961,Major Arterial
Major Arterial,1279958,Major Arterial
Major Arterial,1279958,Major Arterial
Major Arterial,1279742,Major Arterial
Major Arterial,1279742,Major Arterial
Major Arterial,1279742,Major Arterial
Major Arterial,1279732,Major Arterial
Major Arterial,1279732,Major Arterial
Minor Arterial,1279672,Minor Arterial
Minor Arterial,1279672,Minor Arterial
Minor Arterial,1279672,Minor Arterial
Minor Arterial,1279672,Minor Arterial
Minor Arterial,1279672,Minor Arterial
Major Arterial,1279660,Major Arterial
Major Arterial,1279660,Major Arterial
Major Arterial,1279660,Major Arterial
Major Arterial,1279443,Major Arterial
Major Arterial,1279443,Major Arterial
Minor Arterial,1279220,Minor Arterial
Minor Arterial,1279220,Minor Arterial
Major Arterial,1279218,Major Arterial
Major Arterial,1279218,Major Arterial
,1279209,Major Arterial
,1279209,Major Arterial
,1279209,Major Arterial
,1278852,Major Arterial
,1278852,Major Arterial
,1278852,Major Arterial
,1278852,Major Arterial
,1278852,Major Arterial
,1278852,Major Arterial
,1278852,Major Arterial
Minor Arterial,1278799,Minor Arterial
Major Arterial,1278772,Major Arterial
Major Arterial,1278772,Major Arterial
Major Arterial,1278772,Major Arterial
Major Arterial,1278585,Major Arterial
Major Arterial,1278585,Major Arterial
Minor Arterial,1278438,Minor Arterial
Minor Arterial,1278438,Minor Arterial
Major Arterial,1278436,Major Arterial
Major Arterial,1278436,Major Arterial
Major Arterial,1278436,Major Arterial
Major Arterial,1278390,Major Arterial
Major Arterial,1278390,Major Arterial
Collector,1278387,Collector
Collector,1278387,Collector
Collector,1278387,Collector
Major Arterial,1278086,Major Arterial
Major Arterial,1278086,Major Arterial
Major Arterial,1278086,Major Arterial
Minor Arterial,1277797,Minor Arterial
Minor Arterial,1277797,Minor Arterial
Minor Arterial,1277797,Minor Arterial
Minor Arterial,1277797,Minor Arterial
Minor Arterial,1277761,Minor Arterial
Minor Arterial,1277761,Minor Arterial
Minor Arterial,1277761,Minor Arterial
Minor Arterial,1277761,Minor Arterial
Minor Arterial,1277761,Minor Arterial
Local,1277511,Local
Local,1277511,Local
Local,1277511,Local
Local,1277496,Local
Local,1277496,Local
Local,1277496,Local
Major Arterial,1277427,Major Arterial
Major Arterial,1277427,Major Arterial
Major Arterial,1277427,Major Arterial
Major Arterial,1277367,Major Arterial
Major Arterial,1277367,Major Arterial
Minor Arterial,1277349,Minor Arterial
Minor Arterial,1277349,Minor Arterial
Major Arterial,1277329,Major Arterial
Major Arterial,1277329,Major Arterial
Major Arterial,1277329,Major Arterial
Major Arterial,1277329,Major Arterial
Major Arterial,1277329,Major Arterial
Major Arterial,1276528,Major Arterial
Major Arterial,1276528,Major Arterial
Major Arterial,1276528,Major Arterial
Major Arterial,1276528,Major Arterial
Major Arterial,1276528,Major Arterial
Major Arterial,1276407,Major Arterial
Major Arterial,1276407,Major Arterial
Collector,1276216,Collector
Collector,1276216,Collector
Collector,1276186,Collector
Major Arterial,1276036,Major Arterial
Major Arterial,1276036,Major Arterial
Major Arterial,1276036,Major Arterial
Major Arterial,1275965,Major Arterial
Major Arterial,1275965,Major Arterial
Minor Arterial,1275814,Minor Arterial
Minor Arterial,1275814,Minor Arterial
Minor Arterial,1275814,Minor Arterial
Collector,1275736,Collector
Collector,1275736,Collector
Collector,1275736,Collector
Major Arterial,1275666,Major Arterial
Major Arterial,1275666,Major Arterial
Major Arterial,1275593,Major Arterial
Major Arterial,1275593,Major Arterial
Major Arterial,1275593,Major Arterial
Major Arterial,1275593,Major Arterial
Major Arterial,1275593,Major Arterial
Major Arterial,1275593,Major Arterial
Local,1275484,Local
Local,1275484,Local
Major Arterial,1275046,Major Arterial
Major Arterial,1275046,Major Arterial
Major Arterial,1275046,Major Arterial
Major Arterial,1275046,Major Arterial
Local,1274722,Local
Local,1274722,Local
Major Arterial,1274658,Major Arterial
Major Arterial,1274658,Major Arterial
Major Arterial,1274658,Major Arterial
Major Arterial,1274658,Major Arterial
Major Arterial,1274629,Major Arterial
Major Arterial,1274629,Major Arterial
Major Arterial,1274629,Major Arterial
Major Arterial,1274629,Major Arterial
Major Arterial,1274629,Major Arterial
Major Arterial,1274629,Major Arterial
Major Arterial,1274609,Major Arterial
Major Arterial,1274609,Major Arterial
Major Arterial,1274609,Major Arterial
Minor Arterial,1274476,Minor Arterial
Minor Arterial,1274476,Minor Arterial
Minor Arterial,1274476,Minor Arterial
Major Arterial,1274426,Major Arterial
Major Arterial,1274426,Major Arterial
Major Arterial,1274426,Major Arterial
Minor Arterial,1274299,Minor Arterial
Minor Arterial,1274299,Minor Arterial
Minor Arterial,1274299,Minor Arterial
Major Arterial,1274213,Major Arterial
Major Arterial,1274213,Major Arterial
Major Arterial,1274121,Major Arterial
Major Arterial,1274121,Major Arterial
Collector,1274044,Collector
Collector,1274044,Collector
Collector,1274044,Collector
Collector,1274044,Collector
Major Arterial,1273336,Major Arterial
Major Arterial,1273336,Major Arterial
Major Arterial,1273336,Major Arterial
Major Arterial,1273068,Major Arterial
Major Arterial,1273068,Major Arterial
Major Arterial,1273001,Major Arterial
Major Arterial,1273001,Major Arterial
Major Arterial,1273001,Major Arterial
Minor Arterial,1272947,Minor Arterial
Minor Arterial,1272947,Minor Arterial
Major Arterial,1272572,Major Arterial
Major Arterial,1272572,Major Arterial
Major Arterial,1272453,Major Arterial
Major Arterial,1272453,Major Arterial
Major Arterial,1272453,Major Arterial
,1272451,Major Arterial
,1272451,Major Arterial
,1272451,Major Arterial
,1272451,Major Arterial
,1272451,Major Arterial
Minor Arterial,1272062,Minor Arterial
Minor Arterial,1272062,Minor Arterial
Minor Arterial,1272062,Minor Arterial
Major Arterial,1271678,Major Arterial
Major Arterial,1271678,Major Arterial
Minor Arterial,1271644,Minor Arterial
Minor Arterial,1271644,Minor Arterial
Major Arterial,1271163,Major Arterial
Major Arterial,1271163,Major Arterial
Major Arterial,1271163,Major Arterial
Major Arterial,1271103,Major Arterial
Major Arterial,1271103,Major Arterial
Major Arterial,1271103,Major Arterial
Major Arterial,1271043,Major Arterial
Major Arterial,1271043,Major Arterial
Major Arterial,1271043,Major Arterial
Major Arterial,1270884,Major Arterial
Major Arterial,1270884,Major Arterial
Major Arterial,1270884,Major Arterial
Major Arterial,1270503,Major Arterial
Major Arterial,1270503,Major Arterial
Major Arterial,1270075,Major Arterial
Major Arterial,1270075,Major Arterial
Minor Arterial,1270067,Minor Arterial
Minor Arterial,1270067,Minor Arterial
Minor Arterial,1270054,Minor Arterial
Minor Arterial,1270054,Minor Arterial
Minor Arterial,1270054,Minor Arterial
Minor Arterial,1270018,Minor Arterial
Minor Arterial,1270018,Minor Arterial
Major Arterial,1269972,Major Arterial
Major Arterial,1269972,Major Arterial
Major Arterial,1269951,Major Arterial
Major Arterial,1269951,Major Arterial
Major Arterial,1269951,Major Arterial
Major Arterial,1269892,Major Arterial
Major Arterial,1269892,Major Arterial
Major Arterial,1269892,Major Arterial
Major Arterial,1269753,Major Arterial
Major Arterial,1269753,Major Arterial
Major Arterial,1269733,Major Arterial
Major Arterial,1269733,Major Arterial
Major Arterial,1269584,Major Arterial
Major Arterial,1269584,Major Arterial
Major Arterial,1269584,Major Arterial
Major Arterial,1269584,Major Arterial
Major Arterial,1269584,Major Arterial
Major Arterial,1269531,Major Arterial
Major Arterial,1269531,Major Arterial
Major Arterial,1269435,Major Arterial
Major Arterial,1269435,Major Arterial
Local,1269208,Local
Local,1269208,Local
Major Arterial,1269088,Major Arterial
Major Arterial,1269088,Major Arterial
Major Arterial,1269063,Major Arterial
Major Arterial,1269063,Major Arterial
Collector,1269009,Collector
Collector,1269009,Collector
Major Arterial,1268545,Major Arterial
Major Arterial,1268545,Major Arterial
Major Arterial,1268545,Major Arterial
Major Arterial,1268545,Major Arterial
Major Arterial,1268378,Major Arterial
Major Arterial,1268378,Major Arterial
Major Arterial,1268357,Major Arterial
Major Arterial,1268357,Major Arterial
Local,1268346,Local
Local,1268346,Local
Local,1268346,Local
Local,1268346,Local
Major Arterial,1268173,Major Arterial
Major Arterial,1268173,Major Arterial
Major Arterial,1268173,Major Arterial
Major Arterial,1268039,Major Arterial
Major Arterial,1268039,Major Arterial
Major Arterial,1268039,Major Arterial
Major Arterial,1268039,Major Arterial
Minor Arterial,1267990,Minor Arterial
Minor Arterial,1267990,Minor Arterial
Minor Arterial,1267990,Minor Arterial
Minor Arterial,1267990,Minor Arterial
Major Arterial,1267989,Major Arterial
Major Arterial,1267989,Major Arterial
Major Arterial,1267989,Major Arterial
Collector,1267808,Collector
Collector,1267808,Collector
Major Arterial,1267797,Major Arterial
Major Arterial,1267797,Major Arterial
Major Arterial,1267797,Major Arterial
Major Arterial,1267274,Major Arterial
Major Arterial,1267274,Major Arterial
Major Arterial,1267274,Major Arterial
Major Arterial,1267111,Major Arterial
Major Arterial,1267111,Major Arterial
Major Arterial,1267111,Major Arterial
Local,1267110,Local
Local,1267110,Local
Collector,1266995,Collector
Collector,1266995,Collector
Major Arterial,1266990,Major Arterial
Major Arterial,1266990,Major Arterial
Major Arterial,1266936,Major Arterial
Major Arterial,1266936,Major Arterial
Major Arterial,1266936,Major Arterial
Major Arterial,1266690,Major Arterial
Major Arterial,1266690,Major Arterial
Major Arterial,1266689,Major Arterial
Major Arterial,1266689,Major Arterial
Collector,1266612,Collector
Collector,1266612,Collector
Major Arterial,1266571,Major Arterial
Major Arterial,1266571,Major Arterial
Minor Arterial,1266558,Minor Arterial
Minor Arterial,1266558,Minor Arterial
Local,1266407,Local
Local,1266407,Local
Local,1266407,Local
Major Arterial,1266373,Major Arterial
Major Arterial,1266373,Major Arterial
Major Arterial,1266373,Major Arterial
Minor Arterial,1266347,Minor Arterial
Minor Arterial,1266347,Minor Arterial
Major Arterial,1266314,Major Arterial
Major Arterial,1266314,Major Arterial
Major Arterial,1266314,Major Arterial
Major Arterial,1266196,Major Arterial
Major Arterial,1266196,Major Arterial
Major Arterial,1266099,Major Arterial
Major Arterial,1266099,Major Arterial
Major Arterial,1266099,Major Arterial
Major Arterial,1266099,Major Arterial
Major Arterial,1266099,Major Arterial
Major Arterial,1266099,Major Arterial
Major Arterial,1265988,Major Arterial
Major Arterial,1265988,Major Arterial
Major Arterial,1265912,Major Arterial
Major Arterial,1265912,Major Arterial
Major Arterial,1265912,Major Arterial
Major Arterial,1265838,Major Arterial
Major Arterial,1265838,Major Arterial
Major Arterial,1265738,Major Arterial
Major Arterial,1265738,Major Arterial
Minor Arterial,1265542,Minor Arterial
Major Arterial,1265525,Major Arterial
Major Arterial,1265525,Major Arterial
Major Arterial,1265525,Major Arterial
Major Arterial,1265525,Major Arterial
Major Arterial,1265525,Major Arterial
Major Arterial,1265525,Major Arterial
Collector,1265520,Collector
Major Arterial,1265429,Major Arterial
Major Arterial,1265429,Major Arterial
Major Arterial,1265429,Major Arterial
Major Arterial,1265142,Major Arterial
Major Arterial,1265142,Major Arterial
Minor Arterial,1264906,Minor Arterial
Minor Arterial,1264906,Minor Arterial
Minor Arterial,1264906,Minor Arterial
Minor Arterial,1264906,Minor Arterial
Major Arterial,1264639,Major Arterial
Major Arterial,1264639,Major Arterial
Major Arterial,1264639,Major Arterial
Major Arterial,1264639,Major Arterial
,1264625,Local
,1264625,Local
Major Arterial,1264528,Major Arterial
Major Arterial,1264528,Major Arterial
Major Arterial,1264317,Major Arterial
Major Arterial,1264317,Major Arterial
Major Arterial,1264317,Major Arterial
Major Arterial,1264189,Major Arterial
Major Arterial,1264189,Major Arterial
Major Arterial,1264189,Major Arterial
Major Arterial,1264083,Major Arterial
Major Arterial,1264083,Major Arterial
Major Arterial,1263909,Major Arterial
Major Arterial,1263909,Major Arterial
Major Arterial,1263909,Major Arterial
Major Arterial,1263909,Major Arterial
Major Arterial,1263909,Major Arterial
Major Arterial,1263909,Major Arterial
,1263764,Major Arterial
,1263764,Major Arterial
,1263764,Major Arterial
,1263764,Major Arterial
,1263764,Major Arterial
,1263764,Major Arterial
,1263764,Major Arterial
Local,1263671,Local
Local,1263671,Local
Major Arterial,1263449,Major Arterial
Major Arterial,1263449,Major Arterial
Major Arterial,1263305,Major Arterial
Major Arterial,1263305,Major Arterial
Major Arterial,1263305,Major Arterial
Major Arterial,1263273,Major Arterial
Major Arterial,1263273,Major Arterial
Major Arterial,1263273,Major Arterial
Major Arterial,1263204,Major Arterial
Major Arterial,1263204,Major Arterial
Major Arterial,1263204,Major Arterial
Major Arterial,1263204,Major Arterial
Minor Arterial,1263147,Minor Arterial
Minor Arterial,1263147,Minor Arterial
Minor Arterial,1263147,Minor Arterial
Local,1263122,Local
Local,1263122,Local
Major Arterial,1262837,Major Arterial
Major Arterial,1262837,Major Arterial
Major Arterial,1261735,Major Arterial
Major Arterial,1261735,Major Arterial
Major Arterial,1261735,Major Arterial
Major Arterial,1261735,Major Arterial
Major Arterial,1261658,Major Arterial
Major Arterial,1261658,Major Arterial
Major Arterial,1261658,Major Arterial
Major Arterial,1261658,Major Arterial
Major Arterial,1261658,Major Arterial
Major Arterial,1261623,Major Arterial
Major Arterial,1261623,Major Arterial
Major Arterial,1261536,Major Arterial
Major Arterial,1261536,Major Arterial
Major Arterial,1261536,Major Arterial
Major Arterial,1261536,Major Arterial
Major Arterial,1261497,Major Arterial
Major Arterial,1261497,Major Arterial
Major Arterial,1261497,Major Arterial
Minor Arterial,1261370,Minor Arterial
Minor Arterial,1261370,Minor Arterial
Minor Arterial,1261370,Minor Arterial
Major Arterial,1261321,Major Arterial
Major Arterial,1261321,Major Arterial
Major Arterial,1261321,Major Arterial
Major Arterial,1261321,Major Arterial
Major Arterial,1261319,Major Arterial
Major Arterial,1261319,Major Arterial
Local,1261275,Local
Local,1261275,Local
Collector,1260760,Collector
Collector,1260760,Collector
Collector,1260760,Collector
Minor Arterial,1260759,Minor Arterial
Minor Arterial,1260759,Minor Arterial
Major Arterial,1260223,Major Arterial
Major Arterial,1260223,Major Arterial
Major Arterial,1260223,Major Arterial
Local,1260151,Local
Local,1260151,Local
Major Arterial,1260146,Major Arterial
Major Arterial,1260146,Major Arterial
Major Arterial,1260146,Major Arterial
Major Arterial,1260146,Major Arterial
Major Arterial,1260139,Major Arterial
Major Arterial,1260139,Major Arterial
Major Arterial,1260139,Major Arterial
Major Arterial,1260139,Major Arterial
Major Arterial,1260139,Major Arterial
Major Arterial,1260122,Major Arterial
Major Arterial,1260122,Major Arterial
Major Arterial,1260122,Major Arterial
Major Arterial,1259906,Major Arterial
Major Arterial,1259906,Major Arterial
Major Arterial,1259906,Major Arterial
Major Arterial,1259893,Major Arterial
Major Arterial,1259893,Major Arterial
Major Arterial,1259893,Major Arterial
Major Arterial,1259697,Major Arterial
Major Arterial,1259697,Major Arterial
,1259641,Major Arterial
,1259641,Major Arterial
,1259641,Major Arterial
,1259641,Major Arterial
,1259641,Major Arterial
,1259641,Major Arterial
,1259641,Major Arterial
Major Arterial,1259602,Major Arterial
Major Arterial,1259602,Major Arterial
Major Arterial,1259578,Major Arterial
Major Arterial,1259578,Major Arterial
Minor Arterial,1259502,Minor Arterial
Minor Arterial,1259502,Minor Arterial
Major Arterial,1259013,Major Arterial
Major Arterial,1259013,Major Arterial
Major Arterial,1259013,Major Arterial
Major Arterial,1258512,Major Arterial
Major Arterial,1258512,Major Arterial
Major Arterial,1258512,Major Arterial
Major Arterial,1258477,Major Arterial
Major Arterial,1258477,Major Arterial
Collector,1258447,Collector
Collector,1258447,Collector
Major Arterial,1258313,Major Arterial
Major Arterial,1258313,Major Arterial
Major Arterial,1258313,Major Arterial
Major Arterial,1258248,Major Arterial
Major Arterial,1258248,Major Arterial
Minor Arterial,1258191,Minor Arterial
Minor Arterial,1258191,Minor Arterial
,1258190,Major Arterial
,1258190,Major Arterial
Major Arterial,1258189,Major Arterial
Major Arterial,1258189,Major Arterial
Major Arterial,1258189,Major Arterial
Major Arterial,1258189,Major Arterial
Local,1257891,Local
Local,1257891,Local
Major Arterial,1257763,Major Arterial
Major Arterial,1257763,Major Arterial
Major Arterial,1257535,Major Arterial
Major Arterial,1257535,Major Arterial
Major Arterial,1257517,Major Arterial
Major Arterial,1257517,Major Arterial
Major Arterial,1257392,Major Arterial
Major Arterial,1257392,Major Arterial
Major Arterial,1257392,Major Arterial
Major Arterial,1257392,Major Arterial
Minor Arterial,1257236,Minor Arterial
Minor Arterial,1257236,Minor Arterial
Minor Arterial,1257236,Minor Arterial
Major Arterial,1256813,Major Arterial
Major Arterial,1256813,Major Arterial
Major Arterial,1256813,Major Arterial
Local,1256647,Local
Local,1256647,Local
Local,1256647,Local
Local,1256606,Local
Local,1256606,Local
Minor Arterial,1256431,Minor Arterial
Minor Arterial,1256431,Minor Arterial
Minor Arterial,1256431,Minor Arterial
Minor Arterial,1256431,Minor Arterial
Minor Arterial,1256431,Minor Arterial
Minor Arterial,1256431,Minor Arterial
Collector,1256019,Collector
Collector,1256019,Collector
Collector,1256019,Collector
Collector,1256019,Collector
Collector,1256019,Collector
Collector,1256019,Collector
Collector,1256019,Collector
Major Arterial,1255918,Major Arterial
Major Arterial,1255918,Major Arterial
Major Arterial,1255770,Major Arterial
Major Arterial,1255770,Major Arterial
Major Arterial,1255770,Major Arterial
Major Arterial,1255565,Major Arterial
Major Arterial,1255565,Major Arterial
Major Arterial,1255565,Major Arterial
Major Arterial,1255565,Major Arterial
Major Arterial,1255438,Major Arterial
Major Arterial,1255438,Major Arterial
Major Arterial,1255438,Major Arterial
Minor Arterial,1255302,Minor Arterial
Minor Arterial,1255302,Minor Arterial
Minor Arterial,1255302,Minor Arterial
Major Arterial,1255068,Major Arterial
Major Arterial,1255068,Major Arterial
Major Arterial,1255068,Major Arterial
Minor Arterial,1254931,Minor Arterial
Minor Arterial,1254931,Minor Arterial
Major Arterial,1254898,Major Arterial
Major Arterial,1254898,Major Arterial
Major Arterial,1254646,Major Arterial
Major Arterial,1254646,Major Arterial
Major Arterial,1254156,Major Arterial
Major Arterial,1254156,Major Arterial
Major Arterial,1254156,Major Arterial
Major Arterial,1254156,Major Arterial
Major Arterial,1254054,Major Arterial
Major Arterial,1254054,Major Arterial
Minor Arterial,1253834,Minor Arterial
Minor Arterial,1253834,Minor Arterial
Major Arterial,1253771,Major Arterial
Major Arterial,1253771,Major Arterial
Minor Arterial,1253770,Minor Arterial
Minor Arterial,1253770,Minor Arterial
Minor Arterial,1253770,Minor Arterial
Minor Arterial,1253635,Minor Arterial
Minor Arterial,1253635,Minor Arterial
Minor Arterial,1253635,Minor Arterial
Major Arterial,1253623,Major Arterial
Major Arterial,1253623,Major Arterial
Major Arterial,1253623,Major Arterial
Major Arterial,1253623,Major Arterial
Major Arterial,1253623,Major Arterial
Major Arterial,1253623,Major Arterial
Major Arterial,1253390,Major Arterial
Major Arterial,1253390,Major Arterial
Major Arterial,1253390,Major Arterial
Major Arterial,1252521,Major Arterial
Major Arterial,1252521,Major Arterial
Major Arterial,1252521,Major Arterial
Minor Arterial,1252518,Minor Arterial
Minor Arterial,1252518,Minor Arterial
Minor Arterial,1252518,Minor Arterial
Major Arterial,1252379,Major Arterial
Major Arterial,1252379,Major Arterial
Major Arterial,1252312,Major Arterial
Major Arterial,1252312,Major Arterial
Major Arterial,1252312,Major Arterial
Major Arterial,1252312,Major Arterial
Major Arterial,1252312,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252228,Major Arterial
Major Arterial,1252206,Major Arterial
Major Arterial,1252206,Major Arterial
Major Arterial,1252206,Major Arterial
Major Arterial,1252026,Major Arterial
Local,1251858,Local
Local,1251858,Local
Minor Arterial,1251711,Minor Arterial
Minor Arterial,1251711,Minor Arterial
Major Arterial,1251696,Major Arterial
Major Arterial,1251696,Major Arterial
Major Arterial,1251696,Major Arterial
,1251485,Major Arterial
,1251485,Minor Arterial
Major Arterial,1251421,Major Arterial
Major Arterial,1251421,Major Arterial
Major Arterial,1251421,Major Arterial
Major Arterial,1251421,Major Arterial
Major Arterial,1251261,Major Arterial
Major Arterial,1251261,Major Arterial
Major Arterial,1251261,Major Arterial
Major Arterial,1251261,Major Arterial
Major Arterial,1251261,Major Arterial
Major Arterial,1251261,Major Arterial
Major Arterial,1251243,Major Arterial
Major Arterial,1251243,Major Arterial
Major Arterial,1251243,Major Arterial
Major Arterial,1251239,Major Arterial
Major Arterial,1251239,Major Arterial
Minor Arterial,1251049,Minor Arterial
Minor Arterial,1251049,Minor Arterial
Minor Arterial,1251049,Minor Arterial
Local,1251014,Local
Local,1251014,Local
Major Arterial,1250979,Major Arterial
Major Arterial,1250979,Major Arterial
Major Arterial,1250936,Major Arterial
Major Arterial,1250936,Major Arterial
Major Arterial,1250936,Major Arterial
Major Arterial,1250936,Major Arterial
Major Arterial,1250894,Major Arterial
Major Arterial,1250894,Major Arterial
Minor Arterial,1250852,Minor Arterial
Minor Arterial,1250852,Minor Arterial
Minor Arterial,1250852,Minor Arterial
Major Arterial,1250828,Major Arterial
Major Arterial,1250828,Major Arterial
Major Arterial,1250828,Major Arterial
Major Arterial,1250828,Major Arterial
Major Arterial,1250828,Major Arterial
Major Arterial,1250782,Major Arterial
Major Arterial,1250782,Major Arterial
Major Arterial,1250588,Major Arterial
Major Arterial,1250588,Major Arterial
Minor Arterial,1250553,Minor Arterial
Minor Arterial,1250553,Minor Arterial
Minor Arterial,1250553,Minor Arterial
Collector,1250485,Collector
Collector,1250485,Collector
Minor Arterial,1250312,Minor Arterial
Minor Arterial,1250312,Minor Arterial
Minor Arterial,1250312,Minor Arterial
Minor Arterial,1250312,Minor Arterial
Major Arterial,1250055,Major Arterial
Major Arterial,1250055,Major Arterial
Major Arterial,1250055,Major Arterial
Major Arterial,1250055,Major Arterial
Major Arterial,1249845,Major Arterial
Major Arterial,1249845,Major Arterial
Major Arterial,1249845,Major Arterial
Major Arterial,1249833,Major Arterial
Major Arterial,1249833,Major Arterial
Major Arterial,1249833,Major Arterial
Major Arterial,1249794,Major Arterial
Major Arterial,1249794,Major Arterial
Major Arterial,1249781,Major Arterial
Major Arterial,1249781,Major Arterial
Major Arterial,1249781,Major Arterial
Major Arterial,1249542,Major Arterial
Major Arterial,1249542,Major Arterial
Laneway,1249510,Laneway
Laneway,1249510,Laneway
,1249168,Laneway
,1249168,Laneway
,1249168,Laneway
Major Arterial,1249167,Major Arterial
Major Arterial,1249167,Major Arterial
Major Arterial,1249167,Major Arterial
Major Arterial,1249167,Major Arterial
Major Arterial,1249167,Major Arterial
Minor Arterial,1249034,Minor Arterial
Minor Arterial,1249034,Minor Arterial
Minor Arterial,1249034,Minor Arterial
Minor Arterial,1249034,Minor Arterial
Local,1248931,Local
Local,1248931,Local
Major Arterial,1248878,Major Arterial
Major Arterial,1248878,Major Arterial
Major Arterial,1248878,Major Arterial
Major Arterial,1248453,Major Arterial
Major Arterial,1248453,Major Arterial
Major Arterial,1248453,Major Arterial
Major Arterial,1248453,Major Arterial
Major Arterial,1248453,Major Arterial
Major Arterial,1248453,Major Arterial
Major Arterial,1248453,Major Arterial
Major Arterial,1248427,Major Arterial
Major Arterial,1248427,Major Arterial
Major Arterial,1248427,Major Arterial
