ROAD_CLASS,ACCNUM,new
Major Arterial,4003498144,Major Arterial
Collector,4003487975,Collector
Collector,4003487975,Collector
Major Arterial,4003482087,Major Arterial
Major Arterial,4003482087,Major Arterial
Major Arterial,4003469913,Major Arterial
Major Arterial,4003469913,Major Arterial
Major Arterial,4003465091,Major Arterial
Major Arterial,4003465091,Major Arterial
Major Arterial,4003439452,Major Arterial
Major Arterial,4003439452,Major Arterial
Major Arterial,4003439452,Major Arterial
Major Arterial,4003439452,Major Arterial
Major Arterial,4003437550,Major Arterial
Major Arterial,4003437550,Major Arterial
Major Arterial,4003419867,Major Arterial
Major Arterial,4003419867,Major Arterial
Major Arterial,4003411081,Major Arterial
Major Arterial,4003411081,Major Arterial
Collector,4003410596,Collector
Collector,4003410596,Collector
Collector,4003410596,Collector
Major Arterial,4003405816,Major Arterial
Major Arterial,4003405816,Major Arterial
Collector,4003399384,Collector
Collector,4003399384,Collector
Major Arterial,4003399258,Major Arterial
Major Arterial,4003399258,Major Arterial
Major Arterial,4003398142,Major Arterial
Major Arterial,4003398142,Major Arterial
Major Arterial,4003398142,Major Arterial
Major Arterial,4003393065,Major Arterial
Major Arterial,4003393065,Major Arterial
Minor Arterial,4003389037,Minor Arterial
Minor Arterial,4003389037,Minor Arterial
Minor Arterial,4003389037,Minor Arterial
Major Arterial,4003382352,Major Arterial
Minor Arterial,4003375177,Minor Arterial
Minor Arterial,4003375177,Minor Arterial
Local,4003374622,Local
Local,4003374622,Local
Major Arterial,4003369105,Major Arterial
Major Arterial,4003369105,Major Arterial
Major Arterial,4003346463,Major Arterial
Major Arterial,4003346463,Major Arterial
Major Arterial,4003346402,Major Arterial
Major Arterial,4003346402,Major Arterial
Major Arterial,4003346402,Major Arterial
Major Arterial,4003346402,Major Arterial
Minor Arterial,4003340766,Minor Arterial
Minor Arterial,4003340766,Minor Arterial
Collector,4003325282,Collector
Collector,4003325282,Collector
Major Arterial,4003323321,Major Arterial
Major Arterial,4003323321,Major Arterial
Major Arterial,4003298111,Major Arterial
Major Arterial,4003298111,Major Arterial
Major Arterial,4003276888,Major Arterial
Major Arterial,4003276888,Major Arterial
Major Arterial,4003270015,Major Arterial
Major Arterial,4003270015,Major Arterial
Minor Arterial,4003269360,Minor Arterial
Minor Arterial,4003269360,Minor Arterial
Major Arterial,4003267619,Major Arterial
Major Arterial,4003267619,Major Arterial
Major Arterial,4003267619,Major Arterial
Major Arterial,4003267619,Major Arterial
Major Arterial,4003267619,Major Arterial
Major Arterial,4003267619,Major Arterial
Major Arterial,4003267619,Major Arterial
Major Arterial,4003267619,Major Arterial
Major Arterial,4003267619,Major Arterial
Major Arterial,4003267619,Major Arterial
Major Arterial,4003258482,Major Arterial
Major Arterial,4003258482,Major Arterial
Major Arterial,4003257164,Major Arterial
Major Arterial,4003257164,Major Arterial
Major Arterial,4003253640,Major Arterial
Major Arterial,4003253640,Major Arterial
Collector,4003249661,Collector
Collector,4003249661,Collector
Collector,4003235849,Collector
Collector,4003235849,Collector
Major Arterial,4003224177,Major Arterial
Major Arterial,4003224177,Major Arterial
Major Arterial,4003224177,Major Arterial
Major Arterial,4003213460,Major Arterial
Major Arterial,4003213460,Major Arterial
Major Arterial,4003213460,Major Arterial
Major Arterial,4003213460,Major Arterial
Major Arterial,4003213460,Major Arterial
Major Arterial,4003213460,Major Arterial
Major Arterial,4003207779,Major Arterial
Major Arterial,4003207779,Major Arterial
Major Arterial,4003192512,Major Arterial
Major Arterial,4003192512,Major Arterial
Major Arterial,4003176267,Major Arterial
Major Arterial,4003176267,Major Arterial
Major Arterial,4003176267,Major Arterial
Major Arterial,4003176267,Major Arterial
Major Arterial,4003174449,Major Arterial
Major Arterial,4003174449,Major Arterial
Collector,4003167923,Collector
Collector,4003167923,Collector
Major Arterial,4003162994,Major Arterial
Major Arterial,4003162994,Major Arterial
Major Arterial,4003162994,Major Arterial
Major Arterial,4003162994,Major Arterial
Major Arterial,4003162994,Major Arterial
Major Arterial,4003162994,Major Arterial
Major Arterial,4003162994,Major Arterial
Major Arterial,4003162994,Major Arterial
Major Arterial,4003162994,Major Arterial
Major Arterial,4003158007,Major Arterial
Major Arterial,4003158007,Major Arterial
Major Arterial,4003154882,Major Arterial
Major Arterial,4003154882,Major Arterial
Major Arterial,4003154882,Major Arterial
,4003152521,Major Arterial
,4003152521,Major Arterial
Major Arterial,4003149103,Major Arterial
Major Arterial,4003149103,Major Arterial
Major Arterial,4003149103,Major Arterial
Major Arterial,4003148755,Major Arterial
Major Arterial,4003148755,Major Arterial
Major Arterial,4003143526,Major Arterial
Major Arterial,4003143526,Major Arterial
Major Arterial,4003142204,Major Arterial
Major Arterial,4003142204,Major Arterial
Major Arterial,4003142204,Major Arterial
Major Arterial,4003112757,Major Arterial
Major Arterial,4003112757,Major Arterial
Major Arterial,4003102605,Major Arterial
Major Arterial,4003102605,Major Arterial
Major Arterial,4003101857,Major Arterial
Major Arterial,4003101857,Major Arterial
Minor Arterial,4003092212,Minor Arterial
Minor Arterial,4003092212,Minor Arterial
Minor Arterial,4003092212,Minor Arterial
Minor Arterial,4003092212,Minor Arterial
Minor Arterial,4003092212,Minor Arterial
Minor Arterial,4003092212,Minor Arterial
,4003078638,Major Arterial
,4003078638,Major Arterial
Major Arterial,4003074555,Major Arterial
Major Arterial,4003074555,Major Arterial
Major Arterial,4003073382,Major Arterial
Major Arterial,4003073382,Major Arterial
Major Arterial,4003072697,Major Arterial
Major Arterial,4003072697,Major Arterial
Major Arterial,4003063238,Major Arterial
Major Arterial,4003056806,Major Arterial
Major Arterial,4003056806,Major Arterial
Minor Arterial,4003042543,Minor Arterial
Minor Arterial,4003042543,Minor Arterial
Minor Arterial,4003042543,Minor Arterial
Minor Arterial,4003042543,Minor Arterial
Minor Arterial,4003042543,Minor Arterial
Minor Arterial,4003042543,Minor Arterial
Minor Arterial,4003025669,Minor Arterial
Minor Arterial,4003025669,Minor Arterial
Minor Arterial,4003025669,Minor Arterial
Minor Arterial,4003025669,Minor Arterial
Minor Arterial,4003025669,Minor Arterial
Minor Arterial,4003025669,Minor Arterial
Minor Arterial,4003025669,Minor Arterial
Major Arterial,4003015546,Major Arterial
Major Arterial,4003015546,Major Arterial
Major Arterial,4003007939,Major Arterial
Major Arterial,4003007939,Major Arterial
Major Arterial,4003007939,Major Arterial
,4003003255,Major Arterial
Major Arterial,4002987190,Major Arterial
Major Arterial,4002987190,Major Arterial
Collector,4002986275,Collector
Collector,4002986275,Collector
Major Arterial,4002979452,Major Arterial
Major Arterial,4002979452,Major Arterial
Minor Arterial,4002973211,Minor Arterial
Collector,4002973094,Collector
Major Arterial,4002954632,Major Arterial
Major Arterial,4002954632,Major Arterial
Major Arterial,4002952213,Major Arterial
Major Arterial,4002952213,Major Arterial
Minor Arterial,4002949644,Minor Arterial
Major Arterial,4002929082,Major Arterial
Major Arterial,4002929082,Major Arterial
Major Arterial,4002919707,Major Arterial
Major Arterial,4002916967,Major Arterial
Major Arterial,4002916967,Major Arterial
Major Arterial,4002916967,Major Arterial
Major Arterial,4002916967,Major Arterial
Major Arterial,4002916967,Major Arterial
Major Arterial,4002916967,Major Arterial
Major Arterial,4002916967,Major Arterial
Major Arterial,4002916967,Major Arterial
Major Arterial,4002916967,Major Arterial
Collector,4002915951,Collector
Collector,4002915951,Collector
Major Arterial,4002906646,Major Arterial
Major Arterial,4002906646,Major Arterial
Major Arterial,4002886498,Major Arterial
Major Arterial,4002886498,Major Arterial
Major Arterial,4002884654,Major Arterial
Major Arterial,4002884654,Major Arterial
Major Arterial,4002881159,Major Arterial
Major Arterial,4002881159,Major Arterial
Minor Arterial,4002874669,Minor Arterial
Minor Arterial,4002874669,Minor Arterial
Minor Arterial,4002867975,Minor Arterial
Major Arterial,4002864815,Major Arterial
Major Arterial,4002864815,Major Arterial
Major Arterial,4002858983,Major Arterial
Major Arterial,4002858983,Major Arterial
Major Arterial,4002858983,Major Arterial
Major Arterial,4002857314,Major Arterial
Major Arterial,4002857314,Major Arterial
Major Arterial,4002857204,Major Arterial
Major Arterial,4002857204,Major Arterial
Major Arterial,4002857204,Major Arterial
Major Arterial,4002857204,Major Arterial
Local,4002856687,Local
Local,4002856687,Local
Major Arterial,4002843049,Major Arterial
Major Arterial,4002843049,Major Arterial
Major Arterial,4002835706,Major Arterial
Major Arterial,4002835706,Major Arterial
Minor Arterial,4002824583,Minor Arterial
Minor Arterial,4002824583,Minor Arterial
Major Arterial,4002817424,Major Arterial
Major Arterial,4002817424,Major Arterial
Major Arterial,4002811941,Major Arterial
Major Arterial,4002811941,Major Arterial
Minor Arterial,4002809837,Minor Arterial
Minor Arterial,4002809837,Minor Arterial
Minor Arterial,4002809837,Minor Arterial
Minor Arterial,4002809837,Minor Arterial
Major Arterial,4002804562,Major Arterial
Major Arterial,4002804562,Major Arterial
Major Arterial,4002803863,Major Arterial
Major Arterial,4002803863,Major Arterial
Major Arterial,4002803822,Major Arterial
Major Arterial,4002803822,Major Arterial
Major Arterial,4002803822,Major Arterial
Major Arterial,4002803822,Major Arterial
Major Arterial,4002799906,Major Arterial
Major Arterial,4002799906,Major Arterial
Major Arterial,4002797820,Major Arterial
Major Arterial,4002797820,Major Arterial
Major Arterial,4002788366,Major Arterial
Major Arterial,4002788366,Major Arterial
Major Arterial,4002788366,Major Arterial
Major Arterial,4002786358,Major Arterial
Major Arterial,4002786358,Major Arterial
Minor Arterial,4002781365,Minor Arterial
Minor Arterial,4002781365,Minor Arterial
Minor Arterial,4002755635,Minor Arterial
Minor Arterial,4002755635,Minor Arterial
Major Arterial,4002750756,Major Arterial
Major Arterial,4002750756,Major Arterial
Major Arterial,4002735786,Major Arterial
Major Arterial,4002735786,Major Arterial
Major Arterial,4002735710,Major Arterial
Major Arterial,4002735710,Major Arterial
Major Arterial,4002723007,Major Arterial
Major Arterial,4002723007,Major Arterial
Major Arterial,4002722723,Major Arterial
Major Arterial,4002722723,Major Arterial
Major Arterial,4002722723,Major Arterial
Major Arterial,4002722723,Major Arterial
Minor Arterial,4002721774,Minor Arterial
Minor Arterial,4002721774,Minor Arterial
Minor Arterial,4002721774,Minor Arterial
Minor Arterial,4002721774,Minor Arterial
Minor Arterial,4002721774,Minor Arterial
Minor Arterial,4002721774,Minor Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002717713,Major Arterial
Major Arterial,4002712534,Major Arterial
Major Arterial,4002712534,Major Arterial
Major Arterial,4002711350,Major Arterial
Major Arterial,4002711350,Major Arterial
Major Arterial,4002688656,Major Arterial
Major Arterial,4002688656,Major Arterial
Major Arterial,4002688656,Major Arterial
Major Arterial,4002664969,Major Arterial
Major Arterial,4002664969,Major Arterial
Major Arterial,4002656548,Major Arterial
Major Arterial,4002656548,Major Arterial
Major Arterial,4002656548,Major Arterial
Major Arterial,4002656548,Major Arterial
Major Arterial,4002656548,Major Arterial
Major Arterial,4002650961,Major Arterial
Minor Arterial,4002647882,Minor Arterial
Minor Arterial,4002647882,Minor Arterial
Minor Arterial,4002647882,Minor Arterial
Minor Arterial,4002647882,Minor Arterial
Minor Arterial,4002642659,Minor Arterial
Minor Arterial,4002642659,Minor Arterial
Minor Arterial,4002642659,Minor Arterial
Major Arterial,4002628533,Major Arterial
Major Arterial,4002628533,Major Arterial
Major Arterial,4002628533,Major Arterial
Major Arterial,4002628533,Major Arterial
Major Arterial,4002625418,Major Arterial
Major Arterial,4002625418,Major Arterial
Major Arterial,4002625418,Major Arterial
Major Arterial,4002621781,Major Arterial
Major Arterial,4002621781,Major Arterial
Local,4002616859,Local
Local,4002616859,Local
Major Arterial,4002616805,Major Arterial
Major Arterial,4002616805,Major Arterial
Major Arterial,4002616805,Major Arterial
,4002612585,Major Arterial
Major Arterial,4002604819,Major Arterial
Major Arterial,4002604819,Major Arterial
Major Arterial,4002596710,Major Arterial
Major Arterial,4002596710,Major Arterial
Major Arterial,4002589073,Major Arterial
Major Arterial,4002589073,Major Arterial
Minor Arterial,4002581656,Minor Arterial
Minor Arterial,4002581656,Minor Arterial
Collector,4002555153,Collector
Collector,4002555153,Collector
Major Arterial,4002543282,Major Arterial
Major Arterial,4002543282,Major Arterial
Minor Arterial,4002525835,Minor Arterial
Minor Arterial,4002525835,Minor Arterial
Minor Arterial,4002525835,Minor Arterial
Major Arterial,4002524694,Major Arterial
Major Arterial,4002524694,Major Arterial
Major Arterial,4002496866,Major Arterial
Major Arterial,4002496866,Major Arterial
Major Arterial,4002496866,Major Arterial
Major Arterial,4002496866,Major Arterial
Major Arterial,4002496005,Major Arterial
Major Arterial,4002496005,Major Arterial
Major Arterial,4002492921,Major Arterial
Major Arterial,4002482864,Major Arterial
Major Arterial,4002482864,Major Arterial
Major Arterial,4002478309,Major Arterial
Major Arterial,4002478309,Major Arterial
Major Arterial,4002469048,Major Arterial
Major Arterial,4002467400,Major Arterial
Major Arterial,4002467400,Major Arterial
Major Arterial,4002458189,Major Arterial
Major Arterial,4002458189,Major Arterial
Major Arterial,4002458189,Major Arterial
Major Arterial,4002458189,Major Arterial
Major Arterial,4002453551,Major Arterial
Major Arterial,4002453551,Major Arterial
,4002443760,Major Arterial
Minor Arterial,4002412292,Minor Arterial
Minor Arterial,4002396674,Minor Arterial
Minor Arterial,4002396674,Minor Arterial
Minor Arterial,4002396674,Minor Arterial
Minor Arterial,4002396674,Minor Arterial
Minor Arterial,4002395351,Minor Arterial
Minor Arterial,4002395351,Minor Arterial
Minor Arterial,4002395351,Minor Arterial
Minor Arterial,4002395351,Minor Arterial
Minor Arterial,4002395351,Minor Arterial
,4002384040,Major Arterial
,4002384040,Major Arterial
,4002384040,Major Arterial
Minor Arterial,4002366263,Minor Arterial
Minor Arterial,4002366263,Minor Arterial
Minor Arterial,4002366263,Minor Arterial
Minor Arterial,4002360451,Minor Arterial
Minor Arterial,4002360451,Minor Arterial
Major Arterial,4002352031,Major Arterial
Major Arterial,4002352031,Major Arterial
Minor Arterial,4002339341,Minor Arterial
Minor Arterial,4002339341,Minor Arterial
Minor Arterial,4002339341,Minor Arterial
Major Arterial,4002326649,Major Arterial
Major Arterial,4002326649,Major Arterial
Major Arterial,4002306340,Major Arterial
Major Arterial,4002306340,Major Arterial
Collector,4002291464,Collector
Collector,4002291464,Collector
Major Arterial,4002286061,Major Arterial
Major Arterial,4002286061,Major Arterial
Major Arterial,4002286061,Major Arterial
Major Arterial,4002286061,Major Arterial
Major Arterial,4002286061,Major Arterial
Major Arterial,4002285719,Major Arterial
Major Arterial,4002285719,Major Arterial
Collector,4002279383,Collector
Collector,4002279383,Collector
Major Arterial,4002278513,Major Arterial
Major Arterial,4002278513,Major Arterial
Major Arterial,4002274575,Major Arterial
Major Arterial,4002274575,Major Arterial
Major Arterial,4002274575,Major Arterial
,4002270913,Major Arterial
,4002270913,Major Arterial
,4002270913,Major Arterial
Minor Arterial,4002267356,Minor Arterial
Minor Arterial,4002267356,Minor Arterial
Major Arterial,4002255654,Major Arterial
Major Arterial,4002255654,Major Arterial
Local,4002253625,Local
Local,4002253625,Local
Local,4002253625,Local
Local,4002253625,Local
Major Arterial,4002237751,Major Arterial
Major Arterial,4002237751,Major Arterial
Major Arterial,4002237751,Major Arterial
Major Arterial,4002237751,Major Arterial
,4002231179,Major Arterial
Collector,4002215759,Collector
Collector,4002215759,Collector
Collector,4002215759,Collector
Minor Arterial,4002204042,Minor Arterial
Minor Arterial,4002204042,Minor Arterial
Major Arterial,4002199854,Major Arterial
Major Arterial,4002199854,Major Arterial
Major Arterial,4002199584,Major Arterial
Major Arterial,4002199584,Major Arterial
Major Arterial,4002199584,Major Arterial
Major Arterial,4002199465,Major Arterial
Major Arterial,4002199465,Major Arterial
Major Arterial,4002199465,Major Arterial
Major Arterial,4002199465,Major Arterial
Major Arterial,4002194958,Major Arterial
Major Arterial,4002194958,Major Arterial
Major Arterial,4002194232,Major Arterial
Major Arterial,4002194232,Major Arterial
Major Arterial,4002194232,Major Arterial
Major Arterial,4002194232,Major Arterial
Major Arterial,4002194232,Major Arterial
Major Arterial,4002194232,Major Arterial
Major Arterial,4002194232,Major Arterial
Major Arterial,4002187226,Major Arterial
Major Arterial,4002187226,Major Arterial
Major Arterial,4002177658,Major Arterial
Major Arterial,4002177658,Major Arterial
,4002174888,Major Arterial
,4002174888,Major Arterial
Minor Arterial,4002168339,Minor Arterial
Minor Arterial,4002168339,Minor Arterial
Minor Arterial,4002166140,Minor Arterial
Minor Arterial,4002166140,Minor Arterial
Minor Arterial,4002164733,Minor Arterial
Minor Arterial,4002164733,Minor Arterial
Major Arterial,4002160939,Major Arterial
Major Arterial,4002160939,Major Arterial
Major Arterial,4002159560,Major Arterial
Major Arterial,4002159560,Major Arterial
Major Arterial,4002144979,Major Arterial
Major Arterial,4002144979,Major Arterial
Collector,4002140437,Collector
Collector,4002140437,Collector
Major Arterial,4002138456,Major Arterial
Major Arterial,4002138456,Major Arterial
Major Arterial,4002131801,Major Arterial
Major Arterial,4002131801,Major Arterial
Major Arterial,4002131801,Major Arterial
Major Arterial,4002098742,Major Arterial
Major Arterial,4002098742,Major Arterial
Major Arterial,4002098742,Major Arterial
Major Arterial,4002084310,Major Arterial
Major Arterial,4002084310,Major Arterial
Major Arterial,4002082136,Major Arterial
Major Arterial,4002082136,Major Arterial
Major Arterial,4002082136,Major Arterial
Major Arterial,4002082136,Major Arterial
Major Arterial,4002082136,Major Arterial
Collector,4002067851,Collector
Collector,4002067851,Collector
Minor Arterial,4002062071,Minor Arterial
Minor Arterial,4002062071,Minor Arterial
Minor Arterial,4002062071,Minor Arterial
Minor Arterial,4002062071,Minor Arterial
Minor Arterial,4002062071,Minor Arterial
Major Arterial,4002056901,Major Arterial
Major Arterial,4002056901,Major Arterial
Major Arterial,4002053519,Major Arterial
Major Arterial,4002053519,Major Arterial
Major Arterial,4002043758,Major Arterial
Major Arterial,4002043758,Major Arterial
Major Arterial,4002018320,Major Arterial
Major Arterial,4002018320,Major Arterial
Major Arterial,4002018320,Major Arterial
Major Arterial,4002017268,Major Arterial
Major Arterial,4002017268,Major Arterial
Major Arterial,4002017268,Major Arterial
Major Arterial,4002017268,Major Arterial
Major Arterial,4002017268,Major Arterial
Major Arterial,4002013081,Major Arterial
Major Arterial,4002013081,Major Arterial
Major Arterial,4001997279,Major Arterial
Major Arterial,4001997279,Major Arterial
Major Arterial,4001997279,Major Arterial
Major Arterial,4001997279,Major Arterial
Major Arterial,4001997279,Major Arterial
Major Arterial,4001997279,Major Arterial
Major Arterial,4001994857,Major Arterial
Major Arterial,4001994857,Major Arterial
Major Arterial,4001989403,Major Arterial
Major Arterial,4001989403,Major Arterial
Major Arterial,4001988525,Major Arterial
Major Arterial,4001988525,Major Arterial
Major Arterial,4001981966,Major Arterial
Major Arterial,4001981966,Major Arterial
Major Arterial,4001968230,Major Arterial
Major Arterial,4001968230,Major Arterial
Minor Arterial,4001953344,Minor Arterial
Minor Arterial,4001953344,Minor Arterial
Major Arterial,4001952133,Major Arterial
Major Arterial,4001952133,Major Arterial
Local,4001938263,Local
Local,4001938263,Local
Major Arterial,4001933544,Major Arterial
Major Arterial,4001933544,Major Arterial
Major Arterial,4001933544,Major Arterial
Minor Arterial,4001931404,Minor Arterial
Minor Arterial,4001931404,Minor Arterial
Minor Arterial,4001912926,Minor Arterial
Major Arterial,4001911454,Major Arterial
Major Arterial,4001911454,Major Arterial
Major Arterial,4001911454,Major Arterial
Major Arterial,4001910374,Major Arterial
Major Arterial,4001910374,Major Arterial
Major Arterial,4001910374,Major Arterial
Major Arterial,4001902313,Major Arterial
Major Arterial,4001902313,Major Arterial
Major Arterial,4001902313,Major Arterial
Major Arterial,4001902313,Major Arterial
Major Arterial,4001902313,Major Arterial
Major Arterial,4001902313,Major Arterial
Major Arterial,4001902313,Major Arterial
Major Arterial,4001900462,Major Arterial
Major Arterial,4001900462,Major Arterial
Minor Arterial,4001889890,Minor Arterial
Major Arterial,4001888181,Major Arterial
Major Arterial,4001888181,Major Arterial
Major Arterial,4001887812,Major Arterial
Major Arterial,4001887812,Major Arterial
Major Arterial,4001887812,Major Arterial
Major Arterial,4001887812,Major Arterial
Major Arterial,4001887812,Major Arterial
Minor Arterial,4001879766,Minor Arterial
Minor Arterial,4001879766,Minor Arterial
Minor Arterial,4001879766,Minor Arterial
Major Arterial,4001876057,Major Arterial
Major Arterial,4001876057,Major Arterial
Major Arterial,4001876057,Major Arterial
Major Arterial,4001858374,Major Arterial
Major Arterial,4001858374,Major Arterial
Major Arterial,4001856099,Major Arterial
Major Arterial,4001856099,Major Arterial
Major Arterial,4001856099,Major Arterial
Major Arterial,4001856099,Major Arterial
Major Arterial,4001856099,Major Arterial
Major Arterial,4001856099,Major Arterial
Major Arterial,4001851906,Major Arterial
Major Arterial,4001851906,Major Arterial
Major Arterial,4001840724,Major Arterial
Major Arterial,4001840724,Major Arterial
Major Arterial,4001840724,Major Arterial
Major Arterial,4001840034,Major Arterial
Major Arterial,4001840034,Major Arterial
Major Arterial,4001840034,Major Arterial
Major Arterial,4001839979,Major Arterial
Major Arterial,4001839979,Major Arterial
Major Arterial,4001839979,Major Arterial
Minor Arterial,4001839598,Minor Arterial
Minor Arterial,4001839598,Minor Arterial
Major Arterial,4001829726,Major Arterial
Major Arterial,4001829726,Major Arterial
Major Arterial,4001819203,Major Arterial
Major Arterial,4001819203,Major Arterial
Major Arterial,4001802886,Major Arterial
Major Arterial,4001802886,Major Arterial
Major Arterial,4001787637,Major Arterial
Major Arterial,4001787637,Major Arterial
Minor Arterial,4001787575,Minor Arterial
Minor Arterial,4001787575,Minor Arterial
Major Arterial,4001784791,Major Arterial
Major Arterial,4001784791,Major Arterial
Major Arterial,4001774208,Major Arterial
Minor Arterial,4001769884,Minor Arterial
Minor Arterial,4001769884,Minor Arterial
Major Arterial,4001752528,Major Arterial
Major Arterial,4001752528,Major Arterial
Major Arterial,4001752528,Major Arterial
Major Arterial,4001752528,Major Arterial
Major Arterial,4001752528,Major Arterial
Minor Arterial,4001748870,Minor Arterial
Minor Arterial,4001748870,Minor Arterial
Minor Arterial,4001738828,Minor Arterial
Minor Arterial,4001729186,Minor Arterial
Minor Arterial,4001729186,Minor Arterial
Minor Arterial,4001727505,Minor Arterial
Minor Arterial,4001727505,Minor Arterial
Major Arterial,4001715026,Major Arterial
Major Arterial,4001715026,Major Arterial
Major Arterial,4001701923,Major Arterial
Major Arterial,4001701923,Major Arterial
Major Arterial,4001701923,Major Arterial
Major Arterial,4001701923,Major Arterial
Major Arterial,4001701923,Major Arterial
Major Arterial,4001701923,Major Arterial
Major Arterial,4001700272,Major Arterial
Major Arterial,4001700272,Major Arterial
Major Arterial,4001700272,Major Arterial
Major Arterial,4001694942,Major Arterial
Major Arterial,4001694942,Major Arterial
Major Arterial,4001680945,Major Arterial
Major Arterial,4001680945,Major Arterial
Major Arterial,4001678969,Major Arterial
Major Arterial,4001659738,Major Arterial
Major Arterial,4001659738,Major Arterial
Major Arterial,4001655411,Major Arterial
Major Arterial,4001655411,Major Arterial
Major Arterial,4001655411,Major Arterial
Major Arterial,4001655411,Major Arterial
Major Arterial,4001652316,Major Arterial
Major Arterial,4001652316,Major Arterial
Major Arterial,4001647653,Major Arterial
Major Arterial,4001647653,Major Arterial
Major Arterial,4001647653,Major Arterial
Minor Arterial,4001645257,Minor Arterial
Minor Arterial,4001645257,Minor Arterial
Minor Arterial,4001645257,Minor Arterial
Major Arterial,4001626103,Major Arterial
Major Arterial,4001626103,Major Arterial
Major Arterial,4001617003,Major Arterial
Local,4001616287,Local
Major Arterial,4001608537,Major Arterial
Major Arterial,4001608537,Major Arterial
Minor Arterial,4001595656,Minor Arterial
Minor Arterial,4001595656,Minor Arterial
Major Arterial,4001580826,Major Arterial
Major Arterial,4001580826,Major Arterial
Major Arterial,4001576606,Major Arterial
Major Arterial,4001576606,Major Arterial
Major Arterial,4001567446,Major Arterial
Major Arterial,4001567446,Major Arterial
Minor Arterial,4001560471,Minor Arterial
Minor Arterial,4001560471,Minor Arterial
Major Arterial,4001558896,Major Arterial
Major Arterial,4001558896,Major Arterial
Minor Arterial,4001557370,Minor Arterial
Minor Arterial,4001557370,Minor Arterial
Major Arterial,4001551952,Major Arterial
Major Arterial,4001551952,Major Arterial
Major Arterial,4001551952,Major Arterial
Major Arterial,4001551952,Major Arterial
Major Arterial,4001540834,Major Arterial
Major Arterial,4001540834,Major Arterial
Major Arterial,4001540834,Major Arterial
Major Arterial,4001540834,Major Arterial
Major Arterial,4001533324,Major Arterial
Major Arterial,4001533324,Major Arterial
Major Arterial,4001533324,Major Arterial
Major Arterial,4001533324,Major Arterial
Collector,4001521629,Collector
Collector,4001521629,Collector
Major Arterial,4001505378,Major Arterial
Major Arterial,4001505378,Major Arterial
Major Arterial,4001503315,Major Arterial
Major Arterial,4001503315,Major Arterial
Major Arterial,4001500296,Major Arterial
Major Arterial,4001500296,Major Arterial
Major Arterial,4001495277,Major Arterial
Major Arterial,4001495277,Major Arterial
Minor Arterial,4001492410,Minor Arterial
Minor Arterial,4001492410,Minor Arterial
Minor Arterial,4001492410,Minor Arterial
Major Arterial,4001490210,Major Arterial
Major Arterial,4001490210,Major Arterial
Major Arterial,4001490210,Major Arterial
Major Arterial,4001490210,Major Arterial
Major Arterial,4001490210,Major Arterial
Major Arterial,4001490210,Major Arterial
Major Arterial,4001484501,Major Arterial
Major Arterial,4001484501,Major Arterial
Major Arterial,4001484501,Major Arterial
Major Arterial,4001467875,Major Arterial
Major Arterial,4001467875,Major Arterial
Major Arterial,4001467875,Major Arterial
Minor Arterial,4001460471,Minor Arterial
Minor Arterial,4001460471,Minor Arterial
Minor Arterial,4001438202,Minor Arterial
Major Arterial,4001436264,Major Arterial
Major Arterial,4001436264,Major Arterial
Major Arterial,4001436264,Major Arterial
Major Arterial,4001436264,Major Arterial
Major Arterial,4001435138,Major Arterial
Major Arterial,4001435138,Major Arterial
Major Arterial,4001435138,Major Arterial
Major Arterial,4001426631,Major Arterial
Major Arterial,4001426631,Major Arterial
Major Arterial,4001426631,Major Arterial
Major Arterial,4001426631,Major Arterial
Major Arterial,4001426631,Major Arterial
Major Arterial,4001414099,Major Arterial
Major Arterial,4001414099,Major Arterial
Major Arterial,4001414099,Major Arterial
Major Arterial,4001392181,Major Arterial
Major Arterial,4001392181,Major Arterial
Major Arterial,4001384194,Major Arterial
Major Arterial,4001384194,Major Arterial
Major Arterial,4001383742,Major Arterial
Major Arterial,4001383742,Major Arterial
Major Arterial,4001383742,Major Arterial
Major Arterial,4001383742,Major Arterial
Major Arterial,4001383742,Major Arterial
Major Arterial,4001383742,Major Arterial
Major Arterial,4001383742,Major Arterial
Major Arterial,4001383742,Major Arterial
Major Arterial,4001383742,Major Arterial
Major Arterial,4001383742,Major Arterial
Major Arterial,4001383742,Major Arterial
Major Arterial,4001374034,Major Arterial
Major Arterial,4001374034,Major Arterial
Major Arterial,4001361731,Major Arterial
Major Arterial,4001361731,Major Arterial
Major Arterial,4001361731,Major Arterial
Major Arterial,4001361731,Major Arterial
Major Arterial,4001361731,Major Arterial
Major Arterial,4001344082,Major Arterial
Major Arterial,4001344082,Major Arterial
Local,4001342712,Local
